id;category;name;quantity;price
197228;RAM;KLEVV CRAS V RGB Brilliant White DDR5 PC51200 6400MHz 32GB (2x16GB) 30-38-38-78 - KD5AGUA80-64B300J;44;88.400.000.000
197232;RAM;KLEVV BOLT V Pure White DDR5 PC48000 6000MHz 32GB (2x16GB) 30-36-36-76 - KD5AGUA80-60A300I;19;82.900.000.000
197233;RAM;KLEVV FIT V Ceramic White DDR5 PC48000 6000MHz 16GB (1x16GB) 30-36-36-76 - KD5AGU880-60A300Q;24;38.600.000.000
198155;RAM;KLEVV CRAS V RGB Obsidian Black DDR5 PC48000 6000MHz 48GB (2x24GB) 28-36-36-76 - KD5KGUD80-60B280G;14;113.700.000.000
198156;RAM;KLEVV CRAS V RGB Brilliant White DDR5 PC48000 6000MHz 48GB (2x24GB) 28-36-36-76 - KD5KGUD80-60B280J;14;113.700.000.000
198209;RAM;KLEVV CRAS V RGB ROG CERTIFIED DDR5 PC49600 6200MHz 48GB (2x24GB) 32-38-38-78 - KD5KGUD80-62B320P;14;104.100.000.000
198960;RAM;Team T-Force Delta RGB Black DDR5 PC51200 6400MHz 48GB (2x24GB) 32-39-39-84 - FF3D548G6400HC32ADC01;5;188.400.000.000
199049;RAM;KLEVV FIT V Ceramic White DDR5 PC48000 6000MHz 32GB (2x16GB) 28-36-36-76 - KD5AGU880-60B280F;1;77.700.000.000
199098;RAM;SSTC DDR4 PC25600 3200MHz 8GB (1x8GB) 22-22-22-52 - U3200A-C22-8G Support AMD & INTEL - Chipset By Samsung (Bulk Package);357;9.750.000.000
199935;RAM;KLEVV BOLT X Series DDR4 PC25600 3200MHz 8GB (1x8GB) 16-18-18-38 - KD48GU880-32A160T;88;13.200.000.000
199936;RAM;KLEVV DDR5 Value Series PC44800 5600MHz 8GB (1x8GB) 46-46-46-90 - KD58GU880-56G4600;2;19.500.000.000
199940;RAM;KLEVV BOLT V Pure White DDR5 PC51200 6400MHz 32GB (2x16GB) 32-38-38-78 - KD5AGUA80-64A320I;58;83.500.000.000
200104;RAM;Team T-Force Vulcan Z Gray DDR4 PC28800 3600MHz 16GB (2x8GB) 18-22-22-42 - TLZGD416G3600HC18JDC01;146;21.500.000.000
200105;RAM;Team T-Force Vulcan Z Gray DDR4 PC25600 3200MHz 16GB (2x8GB) 16-20-20-40 - TLZGD416G3200HC16FDC01;59;21.500.000.000
