id;category;name;quantity;price
193488;PSU;Super Flower Leadex III Gold ATX3.1 850W - SF-850F14GE(GL) - 80+ GOLD Certified - Fully Modular - PCIe 5.1 Ready - Japanese Main Capacitors - 10 Years;40;16.900.000.000
193490;PSU;Antec GSK850 ATX3.1 850W - 80+ Gold Certified - Full Modular - ATX3.1 and PCIe 5.1 Ready - Japanese Main Capacitors - 7 Years Warranty;1;17.200.000.000
193952;PSU;1STPLAYER ACK Series 750W HA-750BA7 Cybenetics and 80+ Silver Certified with Embossed Cable - ATX3.1 and PCIe 5.1 Ready - Active PFC - 140MM Hydraulic Bearing - Premium Quality Capacitors - 7 Years Warranty;5;9.900.000.000
193953;PSU;1STPLAYER ACK Series 850W HA-850BA7 Cybenetics and 80+ Silver Certified with Embossed Cable - ATX3.1 and PCIe 5.1 Ready - Active PFC - 140MM Hydraulic Bearing - Premium Quality Capacitors - 7 Years Warranty;22;11.500.000.000
194171;PSU;Seasonic G12 GM-850 850W - Semi Modular - 80+ Gold Certified - 5 Years Warranty Replacement;10;16.500.000.000
194342;PSU;1STPLAYER ACK Series 650W ATX3.1 HA-650AA2 80+ Bronze Certified with Embossed Cable - Active PFC - 140MM Hydraulic Bearing - Whisper-Quiet Fan Design - 5 Years Warranty;185;7.300.000.000
197046;PSU;Super Flower Leadex III Gold ATX3.1 1300W - SF-1300F14GE - 80+ GOLD Certified - Fully Modular - PCIe 5.1 Ready - Japanese Main Capacitors - 10 Years;8;25.000.000.000
198234;PSU;PRIME NEXUS 550W BLACK - 80+ Bronze Certified with Flat Cable - 3 Years Warranty Replacement;142;5.500.000.000
198235;PSU;PRIME NEXUS 550W WHITE - 80+ Bronze Certified with Flat Cable - 3 Years Warranty Replacement;57;5.700.000.000
198236;PSU;PRIME PREMIUM TITAN ATX 3.1 750W BLACK - 80+ Gold Certified with Embossed Cable - Full Modular - Japanese Capacitors - PCIe 5.1 Ready - 5 Years Warranty Replacement;74;12.500.000.000
198237;PSU;PRIME PREMIUM TITAN ATX 3.1 750W WHITE - 80+ Gold Certified with Embossed Cable - Full Modular - Japanese Capacitors - PCIe 5.1 Ready - 5 Years Warranty Replacement;43;12.800.000.000
198238;PSU;PRIME PREMIUM TITAN ATX 3.1 850W BLACK - 80+ Gold Certified with Embossed Cable - Full Modular - Japanese Capacitors - PCIe 5.1 Ready - 5 Years Warranty Replacement;225;13.800.000.000
198239;PSU;PRIME PREMIUM TITAN ATX 3.1 850W WHITE - 80+ Gold Certified with Embossed Cable - Full Modular - Japanese Capacitors - PCIe 5.1 Ready - 5 Years Warranty Replacement;108;14.100.000.000
198800;PSU;be quiet! PURE POWER 13 M 650W - Fully Modular - ATX 3.1 PCIe 5.1 - 80+ Gold Certified - 10 Years Warranty - Number 1 PSU in Germany;117;17.500.000.000
198801;PSU;be quiet! PURE POWER 13 M 750W - Fully Modular - ATX 3.1 PCIe 5.1 - 80+ Gold Certified - 10 Years Warranty - Number 1 PSU in Germany;104;20.000.000.000
198802;PSU;be quiet! PURE POWER 13 M 850W - Fully Modular - ATX 3.1 PCIe 5.1 - 80+ Gold Certified - 10 Years Warranty - Number 1 PSU in Germany;38;22.500.000.000
198804;PSU;be quiet! POWER ZONE 2 750W - Fully Modular - ATX 3.1 PCIe 5.1 - 80+ Platinum Certified - 10 Years Warranty - Number 1 PSU in Germany;15;25.000.000.000
198805;PSU;be quiet! POWER ZONE 2 850W - Fully Modular - ATX 3.1 PCIe 5.1 - 80+ Platinum Certified - 10 Years Warranty - Number 1 PSU in Germany;10;28.500.000.000
198808;PSU;be quiet! SYSTEM POWER 11 U 550W - ATX 3.1 PCIe 5.1 - 80+ Bronze Certified - 5 Years Warranty - Number 1 PSU in Germany;255;9.500.000.000
198809;PSU;be quiet! SYSTEM POWER 11 U 650W - ATX 3.1 PCIe 5.1 - 80+ Bronze Certified - 5 Years Warranty - Number 1 PSU in Germany;301;10.500.000.000
198810;PSU;be quiet! SYSTEM POWER 11 U 750W - ATX 3.1 PCIe 5.1 - 80+ Bronze Certified - 5 Years Warranty - Number 1 PSU in Germany;35;11.500.000.000
199155;PSU;be quiet! DARK POWER 14 850W - Fully Modular - ATX 3.1 PCIe 5.1 - 80+ Titanium Certified - 10 Years Warranty - Number 1 PSU in Germany;23;39.000.000.000
199156;PSU;be quiet! DARK POWER 14 1000W - Fully Modular - ATX 3.1 PCIe 5.1 - 80+ Titanium Certified - 10 Years Warranty - Number 1 PSU in Germany;20;46.500.000.000
199157;PSU;be quiet! DARK POWER 14 1200W - Fully Modular - ATX 3.1 PCIe 5.1 - 80+ Titanium Certified - 10 Years Warranty - Number 1 PSU in Germany;5;53.000.000.000
199528;PSU;LIAN LI SP750 V2 Gold 750W WHITE ATX3.1 Ready - SFX Form Factor - 80+ Gold Certified - Fully Modular Design with Anti-tangle Embossed Cables - 10 Years Warranty Replacement;2;19.500.000.000
199531;PSU;LIAN LI RB750B 750W ATX3.1 Ready - 80+ Bronze Certified - Unique Cable Management System - Braided-Textured Flat Cable - 5 Years Warranty Replacement;2;10.500.000.000
199532;PSU;LIAN LI RB650B 650W ATX3.1 Ready - 80+ Bronze Certified - Unique Cable Management System - Braided-Textured Flat Cable - 5 Years Warranty Replacement;10;8.800.000.000
199533;PSU;LIAN LI RB550B 550W ATX3.1 Ready - 80+ Bronze Certified - Unique Cable Management System - Braided-Textured Flat Cable - 5 Years Warranty Replacement;47;7.500.000.000
199536;PSU;LIAN LI RS1200G 1200W WHITE ATX3.1 Ready - Rotational Shift Power Supply - 80+ Gold Certified with Cybenetics Platinum - Flexible Cable Routing with Dual-Sided 20+4 Pin - 10 Years Warranty Replacement;1;30.800.000.000
199537;PSU;LIAN LI RS1200G 1200W BLACK ATX3.1 Ready - Rotational Shift Power Supply - 80+ Gold Certified with Cybenetics Platinum - Flexible Cable Routing with Dual-Sided 20+4 Pin - 10 Years Warranty Replacement;4;30.500.000.000
199539;PSU;LIAN LI RS1000G 1000W BLACK ATX3.1 Ready - Rotational Shift Power Supply - 80+ Gold Certified with Cybenetics Platinum - Flexible Cable Routing with Dual-Sided 20+4 Pin - 10 Years Warranty Replacement;1;27.500.000.000
199548;PSU;LIAN LI SP850P SP Platinum 850W WHITE ATX3.1 Ready - SFX Form Factor - 80+ Platinum Certified - ATX 3.1 & PCIE 5.1 Ready - Braided-Textured Cable - 10 Years Warranty Replacement;2;26.900.000.000
199549;PSU;LIAN LI SP850P SP Platinum 850W BLACK ATX3.1 Ready - SFX Form Factor - 80+ Platinum Certified - ATX 3.1 & PCIE 5.1 Ready - Braided-Textured Cable - 10 Years Warranty Replacement;2;26.500.000.000
199821;PSU;Super Flower ZILLION DB 650W ATX3.1 Compatible -SF-650Z12DB (D) ATX3.1 - 80+ Cybenetics Silver Certified - Flat Cable - 5 Years;193;8.600.000.000
199822;PSU;Super Flower ZILLION FG GOLD 650W ATX3.1 -SF-650Z12FG - 80+ GOLD Certified - Fully Modular - Flat Cable - 5 Years;268;12.800.000.000
199823;PSU;Super Flower ZILLION FG GOLD 750W ATX3.1 -SF-750Z12FG - 80+ GOLD Certified - Fully Modular - Flat Cable - 5 Years;152;14.600.000.000
199827;PSU;Super Flower Leadex Titanium 1700W ATX3.1 -SF-1700F14HT ATX3.1 - 80+ Cybenetics Titanium Certified - Fully Modular - Japanese Main Capacitors - 10 Years;1;57.500.000.000
199885;PSU;1STPLAYER ACK Series 750W ATX3.1 HA-750AA2 80+ Bronze Certified with Embossed Cable - PCIe 5.1 Ready - Active PFC - 140MM Hydraulic Bearing - Teapo Electrolytic Capacitors - 5 Years Warranty;443;8.300.000.000
200058;PSU;CUBE GAMING VORNIX 550W 80+ White with Flat Cable - 3 Years Warranty;487;3.800.000.000
200059;PSU;CUBE GAMING ARENIC 550W 80+ Bronze Certified with Braided Cable - 3 Years Warranty;326;4.700.000.000
200060;PSU;CUBE GAMING ARENIC 650W 80+ Bronze Certified with Braided Cable - 3 Years Warranty;90;5.300.000.000
201142;PSU;Antec CSK550DC 550W - 80+ Bronze Certified with Flat Cable - Active PFC - 120mm Silent Fan - 5 Years Warranty;159;7.300.000.000
201143;PSU;Antec CSK650DC 650W - 80+ Bronze Certified with Flat Cable - Active PFC - 120mm Silent Fan - 5 Years Warranty;52;8.200.000.000
201144;PSU;Antec CSK750DC 750W - 80+ Bronze Certified with Flat Cable - PCIe 5.1 Ready - Active PFC - 120mm Silent Fan - 5 Years Warranty;11;9.300.000.000
201145;PSU;Antec CSK750DC WHITE 750W - 80+ Bronze Certified with Flat Cable - PCIe 5.1 Ready - Active PFC - 120mm Silent Fan - 5 Years Warranty;11;9.500.000.000
201146;PSU;Antec CSK850 PRO ATX3.1 850W - 80+ Bronze Certified with Flat Cable - Semi-Modular - ATX3.1 and PCIe 5.1 Ready - Active PFC - 5 Years Warranty;21;11.500.000.000
201147;PSU;Antec GSK750 V2 ATX3.1 750W - 80+ Gold Certified - Full Modular - ATX3.1 and PCIe 5.1 Ready - High-Quality Braided Cable - Japanese Main Capacitors - 10 Years Warranty;33;14.300.000.000
201148;PSU;Antec GSK850 V2 ATX3.1 850W - 80+ Gold Certified - Full Modular - ATX3.1 and PCIe 5.1 Ready - High-Quality Braided Cable - Japanese Main Capacitors - 10 Years Warranty;23;16.100.000.000
201149;PSU;Antec GSK850 V2 WHITE ATX3.1 850W - 80+ Gold Certified - Full Modular - ATX3.1 and PCIe 5.1 Ready - High-Quality Braided Cable - Japanese Main Capacitors - 10 Years Warranty;12;16.300.000.000
